elevation_deg,mean_kdr,ci_kdr_lo,ci_kdr_hi,mean_kgr,ci_kgr_lo,ci_kgr_hi,doppler_khz,coherence_us
15.0,0.08491666666666667,0.060129231184081575,0.10970410214925176,0.006400000000000001,0.006400000000000001,0.006400000000000001,14.424848113713825,34.662410034296705
30.0,0.110375,0.09379858054137037,0.12695141945862964,0.006400000000000001,0.006400000000000001,0.006400000000000001,27.866666666666667,17.942583732057415
45.0,0.07783333333333334,0.06289814339745968,0.092768523269207,0.006400000000000001,0.006400000000000001,0.006400000000000001,39.409417938130254,12.68732262894523
60.0,0.07604166666666666,0.065737217460636,0.08634611587269732,0.006400000000000001,0.006400000000000001,0.006400000000000001,48.266482504252714,10.359155547660748
75.0,0.07408333333333333,0.06526129420217566,0.082905372464491,0.006400000000000001,0.006400000000000001,0.006400000000000001,53.83426605184408,9.287764776406245
